product,total_sales,date,region
pink morsel,1740.0,29/12/2018,west
pink morsel,1758.0,30/12/2018,north
pink morsel,1785.0,30/12/2018,south
pink morsel,1599.0,30/12/2018,east
pink morsel,1689.0,30/12/2018,west
pink morsel,1527.0,31/12/2018,north
pink morsel,1710.0,31/12/2018,south
pink morsel,1590.0,31/12/2018,east
pink morsel,1653.0,31/12/2018,west
pink morsel,1518.0,01/01/2019,north
pink morsel,1632.0,01/01/2019,south
pink morsel,1755.0,01/01/2019,east
pink morsel,1551.0,01/01/2019,west
pink morsel,1767.0,02/01/2019,north
pink morsel,1605.0,02/01/2019,south
pink morsel,1692.0,02/01/2019,east
pink morsel,1794.0,02/01/2019,west
pink morsel,1695.0,03/01/2019,north
pink morsel,1737.0,03/01/2019,south
pink morsel,1575.0,03/01/2019,east
pink morsel,1509.0,03/01/2019,west
pink morsel,1590.0,04/01/2019,north
pink morsel,1500.0,04/01/2019,south
pink morsel,1590.0,04/01/2019,east
pink morsel,1638.0,04/01/2019,west
pink morsel,1761.0,05/01/2019,north
pink morsel,1590.0,05/01/2019,south
pink morsel,1725.0,05/01/2019,east
pink morsel,1551.0,05/01/2019,west
pink morsel,1644.0,06/01/2019,north
pink morsel,1779.0,06/01/2019,south
pink morsel,1794.0,06/01/2019,east
pink morsel,1638.0,06/01/2019,west
pink morsel,1644.0,07/01/2019,north
pink morsel,1647.0,07/01/2019,south
pink morsel,1692.0,07/01/2019,east
pink morsel,1623.0,07/01/2019,west
pink morsel,1722.0,08/01/2019,north
pink morsel,1551.0,08/01/2019,south
pink morsel,1731.0,08/01/2019,east
pink morsel,1701.0,08/01/2019,west
pink morsel,1500.0,09/01/2019,north
pink morsel,1764.0,09/01/2019,south
pink morsel,1764.0,09/01/2019,east
pink morsel,1635.0,09/01/2019,west
pink morsel,1767.0,10/01/2019,north
pink morsel,1551.0,10/01/2019,south
pink morsel,1512.0,10/01/2019,east
pink morsel,1686.0,10/01/2019,west
pink morsel,1662.0,11/01/2019,north
pink morsel,1512.0,11/01/2019,south
pink morsel,1608.0,11/01/2019,east
pink morsel,1611.0,11/01/2019,west
pink morsel,1566.0,12/01/2019,north
pink morsel,1773.0,12/01/2019,south
pink morsel,1707.0,12/01/2019,east
pink morsel,1752.0,12/01/2019,west
pink morsel,1551.0,13/01/2019,north
pink morsel,1503.0,13/01/2019,south
pink morsel,1536.0,13/01/2019,east
pink morsel,1728.0,13/01/2019,west
pink morsel,1692.0,14/01/2019,north
pink morsel,1521.0,14/01/2019,south
pink morsel,1698.0,14/01/2019,east
pink morsel,1791.0,14/01/2019,west
pink morsel,1605.0,15/01/2019,north
pink morsel,1761.0,15/01/2019,south
pink morsel,1617.0,15/01/2019,east
pink morsel,1503.0,15/01/2019,west
pink morsel,1548.0,16/01/2019,north
pink morsel,1734.0,16/01/2019,south
pink morsel,1506.0,16/01/2019,east
pink morsel,1533.0,16/01/2019,west
pink morsel,1590.0,17/01/2019,north
pink morsel,1707.0,17/01/2019,south
pink morsel,1509.0,17/01/2019,east
pink morsel,1653.0,17/01/2019,west
pink morsel,1572.0,18/01/2019,north
pink morsel,1563.0,18/01/2019,south
pink morsel,1635.0,18/01/2019,east
pink morsel,1734.0,18/01/2019,west
pink morsel,1587.0,19/01/2019,north
pink morsel,1506.0,19/01/2019,south
pink morsel,1689.0,19/01/2019,east
pink morsel,1701.0,19/01/2019,west
pink morsel,1707.0,20/01/2019,north
pink morsel,1557.0,20/01/2019,south
pink morsel,1722.0,20/01/2019,east
pink morsel,1629.0,20/01/2019,west
pink morsel,1611.0,21/01/2019,north
pink morsel,1515.0,21/01/2019,south
pink morsel,1614.0,21/01/2019,east
pink morsel,1593.0,21/01/2019,west
pink morsel,1719.0,22/01/2019,north
pink morsel,1506.0,22/01/2019,south
pink morsel,1794.0,22/01/2019,east
pink morsel,1731.0,22/01/2019,west
pink morsel,1662.0,23/01/2019,north
pink morsel,1728.0,23/01/2019,south
pink morsel,1563.0,23/01/2019,east
pink morsel,1662.0,23/01/2019,west
pink morsel,1647.0,24/01/2019,north
pink morsel,1638.0,24/01/2019,south
pink morsel,1557.0,24/01/2019,east
pink morsel,1518.0,24/01/2019,west
pink morsel,1560.0,25/01/2019,north
pink morsel,1656.0,25/01/2019,south
pink morsel,1707.0,25/01/2019,east
pink morsel,1767.0,25/01/2019,west
pink morsel,1671.0,26/01/2019,north
pink morsel,1686.0,26/01/2019,south
pink morsel,1653.0,26/01/2019,east
pink morsel,1647.0,26/01/2019,west
pink morsel,1524.0,27/01/2019,north
pink morsel,1503.0,27/01/2019,south
pink morsel,1533.0,27/01/2019,east
pink morsel,1785.0,27/01/2019,west
pink morsel,1731.0,28/01/2019,north
pink morsel,1782.0,28/01/2019,south
pink morsel,1560.0,28/01/2019,east
pink morsel,1782.0,28/01/2019,west
pink morsel,1500.0,29/01/2019,north
pink morsel,1728.0,29/01/2019,south
pink morsel,1605.0,29/01/2019,east
pink morsel,1614.0,29/01/2019,west
pink morsel,1782.0,30/01/2019,north
pink morsel,1638.0,30/01/2019,south
pink morsel,1797.0,30/01/2019,east
pink morsel,1641.0,30/01/2019,west
pink morsel,1650.0,31/01/2019,north
pink morsel,1536.0,31/01/2019,south
pink morsel,1599.0,31/01/2019,east
pink morsel,1740.0,31/01/2019,west
pink morsel,1749.0,01/02/2019,north
pink morsel,1581.0,01/02/2019,south
pink morsel,1662.0,01/02/2019,east
pink morsel,1509.0,01/02/2019,west
pink morsel,1596.0,02/02/2019,north
pink morsel,1638.0,02/02/2019,south
pink morsel,1746.0,02/02/2019,east
pink morsel,1611.0,02/02/2019,west
pink morsel,1602.0,03/02/2019,north
pink morsel,1722.0,03/02/2019,south
pink morsel,1734.0,03/02/2019,east
pink morsel,1749.0,03/02/2019,west
pink morsel,1548.0,04/02/2019,north
pink morsel,1647.0,04/02/2019,south
pink morsel,1560.0,04/02/2019,east
pink morsel,1542.0,04/02/2019,west
pink morsel,1617.0,05/02/2019,north
pink morsel,1659.0,05/02/2019,south
pink morsel,1674.0,05/02/2019,east
pink morsel,1524.0,05/02/2019,west
pink morsel,1551.0,06/02/2019,north
pink morsel,1722.0,06/02/2019,south
pink morsel,1563.0,06/02/2019,east
pink morsel,1692.0,06/02/2019,west
pink morsel,1734.0,07/02/2019,north
pink morsel,1584.0,07/02/2019,south
pink morsel,1662.0,07/02/2019,east
pink morsel,1545.0,07/02/2019,west
pink morsel,1662.0,08/02/2019,north
pink morsel,1614.0,08/02/2019,south
pink morsel,1719.0,08/02/2019,east
pink morsel,1788.0,08/02/2019,west
pink morsel,1779.0,09/02/2019,north
pink morsel,1665.0,09/02/2019,south
pink morsel,1605.0,09/02/2019,east
pink morsel,1641.0,09/02/2019,west
pink morsel,1725.0,10/02/2019,north
pink morsel,1611.0,10/02/2019,south
pink morsel,1560.0,10/02/2019,east
pink morsel,1575.0,10/02/2019,west
pink morsel,1563.0,11/02/2019,north
pink morsel,1773.0,11/02/2019,south
pink morsel,1536.0,11/02/2019,east
pink morsel,1551.0,11/02/2019,west
pink morsel,1572.0,12/02/2019,north
pink morsel,1608.0,12/02/2019,south
pink morsel,1752.0,12/02/2019,east
pink morsel,1734.0,12/02/2019,west
pink morsel,1686.0,13/02/2019,north
pink morsel,1782.0,13/02/2019,south
pink morsel,1500.0,13/02/2019,east
pink morsel,1731.0,13/02/2019,west
pink morsel,1725.0,14/02/2019,north
pink morsel,1578.0,14/02/2019,south
pink morsel,1560.0,14/02/2019,east
pink morsel,1644.0,14/02/2019,west
pink morsel,1566.0,15/02/2019,north
pink morsel,1584.0,15/02/2019,south
pink morsel,1695.0,15/02/2019,east
pink morsel,1734.0,15/02/2019,west
pink morsel,1794.0,16/02/2019,north
pink morsel,1731.0,16/02/2019,south
pink morsel,1674.0,16/02/2019,east
pink morsel,1599.0,16/02/2019,west
pink morsel,1512.0,17/02/2019,north
pink morsel,1653.0,17/02/2019,south
pink morsel,1722.0,17/02/2019,east
pink morsel,1641.0,17/02/2019,west
pink morsel,1695.0,18/02/2019,north
pink morsel,1749.0,18/02/2019,south
pink morsel,1728.0,18/02/2019,east
pink morsel,1764.0,18/02/2019,west
pink morsel,1716.0,19/02/2019,north
pink morsel,1599.0,19/02/2019,south
pink morsel,1596.0,19/02/2019,east
pink morsel,1644.0,19/02/2019,west
pink morsel,1740.0,20/02/2019,north
pink morsel,1641.0,20/02/2019,south
pink morsel,1566.0,20/02/2019,east
pink morsel,1656.0,20/02/2019,west
pink morsel,1599.0,21/02/2019,north
pink morsel,1725.0,21/02/2019,south
pink morsel,1731.0,21/02/2019,east
pink morsel,1719.0,21/02/2019,west
pink morsel,1770.0,22/02/2019,north
pink morsel,1794.0,22/02/2019,south
pink morsel,1725.0,22/02/2019,east
pink morsel,1713.0,22/02/2019,west
pink morsel,1599.0,23/02/2019,north
pink morsel,1743.0,23/02/2019,south
pink morsel,1518.0,23/02/2019,east
pink morsel,1614.0,23/02/2019,west
pink morsel,1692.0,24/02/2019,north
pink morsel,1755.0,24/02/2019,south
pink morsel,1653.0,24/02/2019,east
pink morsel,1524.0,24/02/2019,west
pink morsel,1635.0,25/02/2019,north
pink morsel,1734.0,25/02/2019,south
pink morsel,1713.0,25/02/2019,east
pink morsel,1578.0,25/02/2019,west
pink morsel,1566.0,26/02/2019,north
pink morsel,1653.0,26/02/2019,south
pink morsel,1506.0,26/02/2019,east
pink morsel,1656.0,26/02/2019,west
pink morsel,1593.0,27/02/2019,north
pink morsel,1545.0,27/02/2019,south
pink morsel,1734.0,27/02/2019,east
pink morsel,1635.0,27/02/2019,west
pink morsel,1710.0,28/02/2019,north
pink morsel,1569.0,28/02/2019,south
pink morsel,1731.0,28/02/2019,east
pink morsel,1599.0,28/02/2019,west
pink morsel,1593.0,01/03/2019,north
pink morsel,1707.0,01/03/2019,south
pink morsel,1638.0,01/03/2019,east
pink morsel,1539.0,01/03/2019,west
pink morsel,1782.0,02/03/2019,north
pink morsel,1794.0,02/03/2019,south
pink morsel,1608.0,02/03/2019,east
pink morsel,1689.0,02/03/2019,west
pink morsel,1698.0,03/03/2019,north
pink morsel,1518.0,03/03/2019,south
pink morsel,1593.0,03/03/2019,east
pink morsel,1611.0,03/03/2019,west
pink morsel,1587.0,04/03/2019,north
pink morsel,1686.0,04/03/2019,south
pink morsel,1518.0,04/03/2019,east
pink morsel,1632.0,04/03/2019,west
pink morsel,1566.0,05/03/2019,north
pink morsel,1569.0,05/03/2019,south
pink morsel,1743.0,05/03/2019,east
pink morsel,1557.0,05/03/2019,west
pink morsel,1746.0,06/03/2019,north
pink morsel,1662.0,06/03/2019,south
pink morsel,1674.0,06/03/2019,east
pink morsel,1608.0,06/03/2019,west
pink morsel,1551.0,07/03/2019,north
pink morsel,1581.0,07/03/2019,south
pink morsel,1560.0,07/03/2019,east
pink morsel,1674.0,07/03/2019,west
pink morsel,1521.0,08/03/2019,north
pink morsel,1782.0,08/03/2019,south
pink morsel,1617.0,08/03/2019,east
pink morsel,1797.0,08/03/2019,west
pink morsel,1533.0,09/03/2019,north
pink morsel,1749.0,09/03/2019,south
pink morsel,1656.0,09/03/2019,east
pink morsel,1644.0,09/03/2019,west
pink morsel,1545.0,10/03/2019,north
pink morsel,1776.0,10/03/2019,south
pink morsel,1650.0,10/03/2019,east
pink morsel,1737.0,10/03/2019,west
pink morsel,1659.0,11/03/2019,north
pink morsel,1722.0,11/03/2019,south
pink morsel,1689.0,11/03/2019,east
pink morsel,1692.0,11/03/2019,west
pink morsel,1518.0,12/03/2019,north
pink morsel,1581.0,12/03/2019,south
pink morsel,1626.0,12/03/2019,east
pink morsel,1668.0,12/03/2019,west
pink morsel,1524.0,13/03/2019,north
pink morsel,1797.0,13/03/2019,south
pink morsel,1542.0,13/03/2019,east
pink morsel,1653.0,13/03/2019,west
pink morsel,1677.0,14/03/2019,north
pink morsel,1524.0,14/03/2019,south
pink morsel,1692.0,14/03/2019,east
pink morsel,1704.0,14/03/2019,west
pink morsel,1647.0,15/03/2019,north
pink morsel,1671.0,15/03/2019,south
pink morsel,1563.0,15/03/2019,east
pink morsel,1650.0,15/03/2019,west
pink morsel,1563.0,16/03/2019,north
pink morsel,1680.0,16/03/2019,south
pink morsel,1728.0,16/03/2019,east
pink morsel,1680.0,16/03/2019,west
pink morsel,1683.0,17/03/2019,north
pink morsel,1638.0,17/03/2019,south
pink morsel,1545.0,17/03/2019,east
pink morsel,1671.0,17/03/2019,west
pink morsel,1701.0,18/03/2019,north
pink morsel,1515.0,18/03/2019,south
pink morsel,1764.0,18/03/2019,east
pink morsel,1668.0,18/03/2019,west
pink morsel,1677.0,19/03/2019,north
pink morsel,1752.0,19/03/2019,south
pink morsel,1635.0,19/03/2019,east
pink morsel,1605.0,19/03/2019,west
pink morsel,1635.0,20/03/2019,north
pink morsel,1596.0,20/03/2019,south
pink morsel,1608.0,20/03/2019,east
pink morsel,1779.0,20/03/2019,west
pink morsel,1776.0,21/03/2019,north
pink morsel,1635.0,21/03/2019,south
pink morsel,1791.0,21/03/2019,east
pink morsel,1779.0,21/03/2019,west
pink morsel,1746.0,22/03/2019,north
pink morsel,1545.0,22/03/2019,south
pink morsel,1767.0,22/03/2019,east
pink morsel,1731.0,22/03/2019,west
pink morsel,1734.0,23/03/2019,north
pink morsel,1509.0,23/03/2019,south
pink morsel,1686.0,23/03/2019,east
pink morsel,1797.0,23/03/2019,west
pink morsel,1566.0,24/03/2019,north
pink morsel,1557.0,24/03/2019,south
pink morsel,1797.0,24/03/2019,east
pink morsel,1755.0,24/03/2019,west
pink morsel,1650.0,25/03/2019,north
pink morsel,1500.0,25/03/2019,south
pink morsel,1554.0,25/03/2019,east
pink morsel,1734.0,25/03/2019,west
pink morsel,1701.0,26/03/2019,north
pink morsel,1782.0,26/03/2019,south
pink morsel,1797.0,26/03/2019,east
pink morsel,1557.0,26/03/2019,west
pink morsel,1668.0,27/03/2019,north
pink morsel,1575.0,27/03/2019,south
pink morsel,1608.0,27/03/2019,east
pink morsel,1527.0,27/03/2019,west
pink morsel,1518.0,28/03/2019,north
pink morsel,1509.0,28/03/2019,south
pink morsel,1767.0,28/03/2019,east
pink morsel,1557.0,28/03/2019,west
pink morsel,1605.0,29/03/2019,north
pink morsel,1686.0,29/03/2019,south
pink morsel,1656.0,29/03/2019,east
pink morsel,1653.0,29/03/2019,west
pink morsel,1722.0,30/03/2019,north
pink morsel,1593.0,30/03/2019,south
pink morsel,1557.0,30/03/2019,east
pink morsel,1710.0,30/03/2019,west
pink morsel,1785.0,31/03/2019,north
pink morsel,1710.0,31/03/2019,south
pink morsel,1653.0,31/03/2019,east
pink morsel,1572.0,31/03/2019,west
pink morsel,1512.0,01/04/2019,north
pink morsel,1794.0,01/04/2019,south
pink morsel,1569.0,01/04/2019,east
pink morsel,1608.0,01/04/2019,west
pink morsel,1623.0,02/04/2019,north
pink morsel,1791.0,02/04/2019,south
pink morsel,1785.0,02/04/2019,east
pink morsel,1629.0,02/04/2019,west
pink morsel,1539.0,03/04/2019,north
pink morsel,1626.0,03/04/2019,south
pink morsel,1695.0,03/04/2019,east
pink morsel,1518.0,03/04/2019,west
pink morsel,1530.0,04/04/2019,north
pink morsel,1683.0,04/04/2019,south
pink morsel,1662.0,04/04/2019,east
pink morsel,1632.0,04/04/2019,west
pink morsel,1614.0,05/04/2019,north
pink morsel,1605.0,05/04/2019,south
pink morsel,1662.0,05/04/2019,east
pink morsel,1713.0,05/04/2019,west
pink morsel,1749.0,06/04/2019,north
pink morsel,1713.0,06/04/2019,south
pink morsel,1716.0,06/04/2019,east
pink morsel,1557.0,06/04/2019,west
pink morsel,1605.0,07/04/2019,north
pink morsel,1635.0,07/04/2019,south
pink morsel,1518.0,07/04/2019,east
pink morsel,1632.0,07/04/2019,west
pink morsel,1713.0,08/04/2019,north
pink morsel,1779.0,08/04/2019,south
pink morsel,1743.0,08/04/2019,east
pink morsel,1575.0,08/04/2019,west
pink morsel,1728.0,09/04/2019,north
pink morsel,1719.0,09/04/2019,south
pink morsel,1755.0,09/04/2019,east
pink morsel,1617.0,09/04/2019,west
pink morsel,1542.0,10/04/2019,north
pink morsel,1626.0,10/04/2019,south
pink morsel,1509.0,10/04/2019,east
pink morsel,1638.0,10/04/2019,west
pink morsel,1581.0,11/04/2019,north
pink morsel,1680.0,11/04/2019,south
pink morsel,1569.0,11/04/2019,east
pink morsel,1635.0,11/04/2019,west
pink morsel,1539.0,12/04/2019,north
pink morsel,1587.0,12/04/2019,south
pink morsel,1593.0,12/04/2019,east
pink morsel,1581.0,12/04/2019,west
pink morsel,1515.0,13/04/2019,north
pink morsel,1611.0,13/04/2019,south
pink morsel,1644.0,13/04/2019,east
pink morsel,1794.0,13/04/2019,west
pink morsel,1500.0,14/04/2019,north
pink morsel,1737.0,14/04/2019,south
pink morsel,1722.0,14/04/2019,east
pink morsel,1764.0,14/04/2019,west
pink morsel,1530.0,15/04/2019,north
pink morsel,1602.0,15/04/2019,south
pink morsel,1524.0,15/04/2019,east
pink morsel,1770.0,15/04/2019,west
pink morsel,1596.0,16/04/2019,north
pink morsel,1668.0,16/04/2019,south
pink morsel,1584.0,16/04/2019,east
pink morsel,1713.0,16/04/2019,west
pink morsel,1569.0,17/04/2019,north
pink morsel,1686.0,17/04/2019,south
pink morsel,1647.0,17/04/2019,east
pink morsel,1509.0,17/04/2019,west
pink morsel,1590.0,18/04/2019,north
pink morsel,1650.0,18/04/2019,south
pink morsel,1557.0,18/04/2019,east
pink morsel,1575.0,18/04/2019,west
pink morsel,1773.0,19/04/2019,north
pink morsel,1629.0,19/04/2019,south
pink morsel,1524.0,19/04/2019,east
pink morsel,1512.0,19/04/2019,west
pink morsel,1521.0,20/04/2019,north
pink morsel,1653.0,20/04/2019,south
pink morsel,1584.0,20/04/2019,east
pink morsel,1713.0,20/04/2019,west
pink morsel,1683.0,21/04/2019,north
pink morsel,1749.0,21/04/2019,south
pink morsel,1545.0,21/04/2019,east
pink morsel,1629.0,21/04/2019,west
pink morsel,1533.0,22/04/2019,north
pink morsel,1587.0,22/04/2019,south
pink morsel,1671.0,22/04/2019,east
pink morsel,1650.0,22/04/2019,west
pink morsel,1668.0,23/04/2019,north
pink morsel,1674.0,23/04/2019,south
pink morsel,1728.0,23/04/2019,east
pink morsel,1518.0,23/04/2019,west
pink morsel,1554.0,24/04/2019,north
pink morsel,1719.0,24/04/2019,south
pink morsel,1746.0,24/04/2019,east
pink morsel,1665.0,24/04/2019,west
pink morsel,1503.0,25/04/2019,north
pink morsel,1692.0,25/04/2019,south
pink morsel,1725.0,25/04/2019,east
pink morsel,1764.0,25/04/2019,west
pink morsel,1710.0,26/04/2019,north
pink morsel,1635.0,26/04/2019,south
pink morsel,1764.0,26/04/2019,east
pink morsel,1758.0,26/04/2019,west
pink morsel,1740.0,27/04/2019,north
pink morsel,1776.0,27/04/2019,south
pink morsel,1740.0,27/04/2019,east
pink morsel,1620.0,27/04/2019,west
pink morsel,1566.0,28/04/2019,north
pink morsel,1704.0,28/04/2019,south
pink morsel,1578.0,28/04/2019,east
pink morsel,1503.0,28/04/2019,west
pink morsel,1602.0,29/04/2019,north
pink morsel,1791.0,29/04/2019,south
pink morsel,1752.0,29/04/2019,east
pink morsel,1800.0,29/04/2019,west
pink morsel,1719.0,30/04/2019,north
pink morsel,1767.0,30/04/2019,south
pink morsel,1500.0,30/04/2019,east
pink morsel,1623.0,30/04/2019,west
pink morsel,1665.0,01/05/2019,north
pink morsel,1800.0,01/05/2019,south
pink morsel,1731.0,01/05/2019,east
pink morsel,1542.0,01/05/2019,west
pink morsel,1575.0,02/05/2019,north
pink morsel,1548.0,02/05/2019,south
pink morsel,1797.0,02/05/2019,east
pink morsel,1521.0,02/05/2019,west
pink morsel,1560.0,03/05/2019,north
pink morsel,1521.0,03/05/2019,south
pink morsel,1605.0,03/05/2019,east
pink morsel,1740.0,03/05/2019,west
pink morsel,1617.0,04/05/2019,north
pink morsel,1743.0,04/05/2019,south
pink morsel,1629.0,04/05/2019,east
pink morsel,1749.0,04/05/2019,west
pink morsel,1512.0,05/05/2019,north
pink morsel,1746.0,05/05/2019,south
pink morsel,1530.0,05/05/2019,east
pink morsel,1611.0,05/05/2019,west
pink morsel,1569.0,06/05/2019,north
pink morsel,1689.0,06/05/2019,south
pink morsel,1557.0,06/05/2019,east
pink morsel,1560.0,06/05/2019,west
pink morsel,1650.0,07/05/2019,north
pink morsel,1695.0,07/05/2019,south
pink morsel,1620.0,07/05/2019,east
pink morsel,1644.0,07/05/2019,west
pink morsel,1800.0,08/05/2019,north
pink morsel,1515.0,08/05/2019,south
pink morsel,1785.0,08/05/2019,east
pink morsel,1650.0,08/05/2019,west
pink morsel,1797.0,09/05/2019,north
pink morsel,1641.0,09/05/2019,south
pink morsel,1665.0,09/05/2019,east
pink morsel,1767.0,09/05/2019,west
pink morsel,1500.0,10/05/2019,north
pink morsel,1788.0,10/05/2019,south
pink morsel,1725.0,10/05/2019,east
pink morsel,1557.0,10/05/2019,west
pink morsel,1503.0,11/05/2019,north
pink morsel,1518.0,11/05/2019,south
pink morsel,1650.0,11/05/2019,east
pink morsel,1614.0,11/05/2019,west
pink morsel,1743.0,12/05/2019,north
pink morsel,1524.0,12/05/2019,south
pink morsel,1761.0,12/05/2019,east
pink morsel,1743.0,12/05/2019,west
pink morsel,1563.0,13/05/2019,north
pink morsel,1716.0,13/05/2019,south
pink morsel,1560.0,13/05/2019,east
pink morsel,1614.0,13/05/2019,west
pink morsel,1617.0,14/05/2019,north
pink morsel,1761.0,14/05/2019,south
pink morsel,1635.0,14/05/2019,east
pink morsel,1614.0,14/05/2019,west
pink morsel,1509.0,15/05/2019,north
pink morsel,1650.0,15/05/2019,south
pink morsel,1755.0,15/05/2019,east
pink morsel,1569.0,15/05/2019,west
pink morsel,1605.0,16/05/2019,north
pink morsel,1695.0,16/05/2019,south
pink morsel,1662.0,16/05/2019,east
pink morsel,1605.0,16/05/2019,west
pink morsel,1731.0,17/05/2019,north
pink morsel,1590.0,17/05/2019,south
pink morsel,1620.0,17/05/2019,east
pink morsel,1752.0,17/05/2019,west
pink morsel,1533.0,18/05/2019,north
pink morsel,1737.0,18/05/2019,south
pink morsel,1608.0,18/05/2019,east
pink morsel,1662.0,18/05/2019,west
pink morsel,1797.0,19/05/2019,north
pink morsel,1728.0,19/05/2019,south
pink morsel,1686.0,19/05/2019,east
pink morsel,1650.0,19/05/2019,west
pink morsel,1695.0,20/05/2019,north
pink morsel,1752.0,20/05/2019,south
pink morsel,1785.0,20/05/2019,east
pink morsel,1668.0,20/05/2019,west
pink morsel,1515.0,21/05/2019,north
pink morsel,1683.0,21/05/2019,south
pink morsel,1794.0,21/05/2019,east
pink morsel,1533.0,21/05/2019,west
pink morsel,1599.0,22/05/2019,north
pink morsel,1761.0,22/05/2019,south
pink morsel,1761.0,22/05/2019,east
pink morsel,1722.0,22/05/2019,west
pink morsel,1626.0,23/05/2019,north
pink morsel,1668.0,23/05/2019,south
pink morsel,1641.0,23/05/2019,east
pink morsel,1740.0,23/05/2019,west
pink morsel,1650.0,24/05/2019,north
pink morsel,1623.0,24/05/2019,south
pink morsel,1653.0,24/05/2019,east
pink morsel,1773.0,24/05/2019,west
pink morsel,1788.0,25/05/2019,north
pink morsel,1581.0,25/05/2019,south
pink morsel,1677.0,25/05/2019,east
pink morsel,1569.0,25/05/2019,west
pink morsel,1791.0,26/05/2019,north
pink morsel,1617.0,26/05/2019,south
pink morsel,1638.0,26/05/2019,east
pink morsel,1542.0,26/05/2019,west
pink morsel,1590.0,27/05/2019,north
pink morsel,1704.0,27/05/2019,south
pink morsel,1680.0,27/05/2019,east
pink morsel,1527.0,27/05/2019,west
pink morsel,1635.0,28/05/2019,north
pink morsel,1755.0,28/05/2019,south
pink morsel,1560.0,28/05/2019,east
pink morsel,1533.0,28/05/2019,west
pink morsel,1599.0,29/05/2019,north
pink morsel,1677.0,29/05/2019,south
pink morsel,1581.0,29/05/2019,east
pink morsel,1680.0,29/05/2019,west
pink morsel,1692.0,30/05/2019,north
pink morsel,1644.0,30/05/2019,south
pink morsel,1716.0,30/05/2019,east
pink morsel,1761.0,30/05/2019,west
pink morsel,1716.0,31/05/2019,north
pink morsel,1764.0,31/05/2019,south
pink morsel,1677.0,31/05/2019,east
pink morsel,1605.0,31/05/2019,west
pink morsel,1680.0,01/06/2019,north
pink morsel,1695.0,01/06/2019,south
pink morsel,1548.0,01/06/2019,east
pink morsel,1689.0,01/06/2019,west
pink morsel,1755.0,02/06/2019,north
pink morsel,1707.0,02/06/2019,south
pink morsel,1557.0,02/06/2019,east
pink morsel,1644.0,02/06/2019,west
pink morsel,1719.0,03/06/2019,north
pink morsel,1680.0,03/06/2019,south
pink morsel,1581.0,03/06/2019,east
pink morsel,1749.0,03/06/2019,west
pink morsel,1602.0,04/06/2019,north
pink morsel,1704.0,04/06/2019,south
pink morsel,1602.0,04/06/2019,east
pink morsel,1554.0,04/06/2019,west
pink morsel,1632.0,05/06/2019,north
pink morsel,1560.0,05/06/2019,south
pink morsel,1647.0,05/06/2019,east
pink morsel,1560.0,05/06/2019,west
pink morsel,1662.0,06/06/2019,north
pink morsel,1545.0,06/06/2019,south
pink morsel,1614.0,06/06/2019,east
pink morsel,1746.0,06/06/2019,west
pink morsel,1713.0,07/06/2019,north
pink morsel,1668.0,07/06/2019,south
pink morsel,1503.0,07/06/2019,east
pink morsel,1758.0,07/06/2019,west
pink morsel,1656.0,08/06/2019,north
pink morsel,1560.0,08/06/2019,south
pink morsel,1710.0,08/06/2019,east
pink morsel,1677.0,08/06/2019,west
pink morsel,1782.0,09/06/2019,north
pink morsel,1665.0,09/06/2019,south
pink morsel,1782.0,09/06/2019,east
pink morsel,1797.0,09/06/2019,west
pink morsel,1698.0,10/06/2019,north
pink morsel,1689.0,10/06/2019,south
pink morsel,1623.0,10/06/2019,east
pink morsel,1767.0,10/06/2019,west
pink morsel,1635.0,2019-06-11,north
pink morsel,1563.0,2019-06-11,south
pink morsel,1785.0,2019-06-11,east
pink morsel,1521.0,2019-06-11,west
pink morsel,1728.0,2019-06-12,north
pink morsel,1515.0,2019-06-12,south
pink morsel,1548.0,2019-06-12,east
pink morsel,1677.0,2019-06-12,west
pink morsel,1587.0,2019-06-13,north
pink morsel,1719.0,2019-06-13,south
pink morsel,1587.0,2019-06-13,east
pink morsel,1773.0,2019-06-13,west
pink morsel,1557.0,2019-06-14,north
pink morsel,1680.0,2019-06-14,south
pink morsel,1773.0,2019-06-14,east
pink morsel,1509.0,2019-06-14,west
pink morsel,1602.0,2019-06-15,north
pink morsel,1794.0,2019-06-15,south
pink morsel,1764.0,2019-06-15,east
pink morsel,1785.0,2019-06-15,west
pink morsel,1662.0,2019-06-16,north
pink morsel,1563.0,2019-06-16,south
pink morsel,1671.0,2019-06-16,east
pink morsel,1533.0,2019-06-16,west
pink morsel,1587.0,2019-06-17,north
pink morsel,1512.0,2019-06-17,south
pink morsel,1536.0,2019-06-17,east
pink morsel,1566.0,2019-06-17,west
pink morsel,1767.0,2019-06-18,north
pink morsel,1614.0,2019-06-18,south
pink morsel,1776.0,2019-06-18,east
pink morsel,1728.0,2019-06-18,west
pink morsel,1614.0,2019-06-19,north
pink morsel,1572.0,2019-06-19,south
pink morsel,1614.0,2019-06-19,east
pink morsel,1734.0,2019-06-19,west
pink morsel,1566.0,2019-06-20,north
pink morsel,1632.0,2019-06-20,south
pink morsel,1785.0,2019-06-20,east
pink morsel,1770.0,2019-06-20,west
pink morsel,1725.0,2019-06-21,north
pink morsel,1542.0,2019-06-21,south
pink morsel,1677.0,2019-06-21,east
pink morsel,1533.0,2019-06-21,west
pink morsel,1578.0,2019-06-22,north
pink morsel,1713.0,2019-06-22,south
